LOCATION,Country,SUBJECT,Subject_1,MEASURE,Measure_1,FREQUENCY,Frequency_1,TIME,Time_1,Unit_Code,Unit,PowerCode_Code,PowerCode,Reference_Period_Code,Reference_Period,Value,Flag_Codes,Flags,_rescued_data
HUN,Hungary,CPALTT01,Consumer Price Index > All items > Total > Total,GY,Growth rate same period previous year,M,Monthly,2014-02,Feb-2014,PC,Percentage,0,Units,null,null,0.0999999999999943,null,null,null
HUN,Hungary,CPALTT01,Consumer Price Index > All items > Total > Total,GY,Growth rate same period previous year,M,Monthly,2014-03,Mar-2014,PC,Percentage,0,Units,null,null,0.0999999999999943,null,null,null
HUN,Hungary,CPALTT01,Consumer Price Index > All items > Total > Total,GY,Growth rate same period previous year,M,Monthly,2014-04,Apr-2014,PC,Percentage,0,Units,null,null,-0.0999999999999943,null,null,null
HUN,Hungary,CPALTT01,Consumer Price Index > All items > Total > Total,GY,Growth rate same period previous year,M,Monthly,2014-05,May-2014,PC,Percentage,0,Units,null,null,-0.0999999999999943,null,null,null
HUN,Hungary,CPALTT01,Consumer Price Index > All items > Total > Total,GY,Growth rate same period previous year,M,Monthly,2014-06,Jun-2014,PC,Percentage,0,Units,null,null,-0.299999999999997,null,null,null
HUN,Hungary,CPALTT01,Consumer Price Index > All items > Total > Total,GY,Growth rate same period previous year,M,Monthly,2014-07,Jul-2014,PC,Percentage,0,Units,null,null,0.0999999999999943,null,null,null
HUN,Hungary,CPALTT01,Consumer Price Index > All items > Total > Total,GY,Growth rate same period previous year,M,Monthly,2014-08,Aug-2014,PC,Percentage,0,Units,null,null,0.200000000000003,null,null,null
HUN,Hungary,CPALTT01,Consumer Price Index > All items > Total > Total,GY,Growth rate same period previous year,M,Monthly,2014-09,Sep-2014,PC,Percentage,0,Units,null,null,-0.5,null,null,null
HUN,Hungary,CPALTT01,Consumer Price Index > All items > Total > Total,GY,Growth rate same period previous year,M,Monthly,2014-10,Oct-2014,PC,Percentage,0,Units,null,null,-0.400000000000006,null,null,null
HUN,Hungary,CPALTT01,Consumer Price Index > All items > Total > Total,GY,Growth rate same period previous year,M,Monthly,2014-11,Nov-2014,PC,Percentage,0,Units,null,null,-0.700000000000003,null,null,null
HUN,Hungary,CPALTT01,Consumer Price Index > All items > Total > Total,GY,Growth rate same period previous year,M,Monthly,2014-12,Dec-2014,PC,Percentage,0,Units,null,null,-0.900000000000006,null,null,null
HUN,Hungary,CPALTT01,Consumer Price Index > All items > Total > Total,GY,Growth rate same period previous year,M,Monthly,2015-01,Jan-2015,PC,Percentage,0,Units,null,null,-1.40000000000001,null,null,null
HUN,Hungary,CPALTT01,Consumer Price Index > All items > Total > Total,GY,Growth rate same period previous year,M,Monthly,2015-02,Feb-2015,PC,Percentage,0,Units,null,null,-1,null,null,null
HUN,Hungary,CPALTT01,Consumer Price Index > All items > Total > Total,GY,Growth rate same period previous year,M,Monthly,2015-03,Mar-2015,PC,Percentage,0,Units,null,null,-0.599999999999994,null,null,null
HUN,Hungary,CPALTT01,Consumer Price Index > All items > Total > Total,GY,Growth rate same period previous year,M,Monthly,2015-04,Apr-2015,PC,Percentage,0,Units,null,null,-0.299999999999997,null,null,null
HUN,Hungary,CPALTT01,Consumer Price Index > All items > Total > Total,GY,Growth rate same period previous year,M,Monthly,2015-05,May-2015,PC,Percentage,0,Units,null,null,0.5,null,null,null
HUN,Hungary,CPALTT01,Consumer Price Index > All items > Total > Total,GY,Growth rate same period previous year,M,Monthly,2015-06,Jun-2015,PC,Percentage,0,Units,null,null,0.599999999999994,null,null,null
HUN,Hungary,CPALTT01,Consumer Price Index > All items > Total > Total,GY,Growth rate same period previous year,M,Monthly,2015-07,Jul-2015,PC,Percentage,0,Units,null,null,0.400000000000006,null,null,null
HUN,Hungary,CPALTT01,Consumer Price Index > All items > Total > Total,GY,Growth rate same period previous year,M,Monthly,2015-08,Aug-2015,PC,Percentage,0,Units,null,null,0,null,null,null
HUN,Hungary,CPALTT01,Consumer Price Index > All items > Total > Total,GY,Growth rate same period previous year,M,Monthly,2015-09,Sep-2015,PC,Percentage,0,Units,null,null,-0.400000000000006,null,null,null
HUN,Hungary,CPALTT01,Consumer Price Index > All items > Total > Total,GY,Growth rate same period previous year,M,Monthly,2015-10,Oct-2015,PC,Percentage,0,Units,null,null,0.0999999999999943,null,null,null
HUN,Hungary,CPALTT01,Consumer Price Index > All items > Total > Total,GY,Growth rate same period previous year,M,Monthly,2015-11,Nov-2015,PC,Percentage,0,Units,null,null,0.5,null,null,null
HUN,Hungary,CPALTT01,Consumer Price Index > All items > Total > Total,GY,Growth rate same period previous year,M,Monthly,2015-12,Dec-2015,PC,Percentage,0,Units,null,null,0.900000000000006,null,null,null
HUN,Hungary,CPALTT01,Consumer Price Index > All items > Total > Total,GY,Growth rate same period previous year,M,Monthly,2016-01,Jan-2016,PC,Percentage,0,Units,null,null,0.900000000000006,null,null,null
HUN,Hungary,CPALTT01,Consumer Price Index > All items > Total > Total,GY,Growth rate same period previous year,M,Monthly,2016-02,Feb-2016,PC,Percentage,0,Units,null,null,0.299999999999997,null,null,null
HUN,Hungary,CPALTT01,Consumer Price Index > All items > Total > Total,GY,Growth rate same period previous year,M,Monthly,2016-03,Mar-2016,PC,Percentage,0,Units,null,null,-0.200000000000003,null,null,null
HUN,Hungary,CPALTT01,Consumer Price Index > All items > Total > Total,GY,Growth rate same period previous year,M,Monthly,2016-04,Apr-2016,PC,Percentage,0,Units,null,null,0.200000000000003,null,null,null
HUN,Hungary,CPALTT01,Consumer Price Index > All items > Total > Total,GY,Growth rate same period previous year,M,Monthly,2016-05,May-2016,PC,Percentage,0,Units,null,null,-0.200000000000003,null,null,null
HUN,Hungary,CPALTT01,Consumer Price Index > All items > Total > Total,GY,Growth rate same period previous year,M,Monthly,2016-06,Jun-2016,PC,Percentage,0,Units,null,null,-0.200000000000003,null,null,null
HUN,Hungary,CPALTT01,Consumer Price Index > All items > Total > Total,GY,Growth rate same period previous year,M,Monthly,2016-07,Jul-2016,PC,Percentage,0,Units,null,null,-0.299999999999997,null,null,null
HUN,Hungary,CPALTT01,Consumer Price Index > All items > Total > Total,GY,Growth rate same period previous year,M,Monthly,2016-08,Aug-2016,PC,Percentage,0,Units,null,null,-0.0999999999999943,null,null,null
HUN,Hungary,CPALTT01,Consumer Price Index > All items > Total > Total,GY,Growth rate same period previous year,M,Monthly,2016-09,Sep-2016,PC,Percentage,0,Units,null,null,0.599999999999994,null,null,null
HUN,Hungary,CPALTT01,Consumer Price Index > All items > Total > Total,GY,Growth rate same period previous year,M,Monthly,2016-10,Oct-2016,PC,Percentage,0,Units,null,null,1,null,null,null
HUN,Hungary,CPALTT01,Consumer Price Index > All items > Total > Total,GY,Growth rate same period previous year,M,Monthly,2016-11,Nov-2016,PC,Percentage,0,Units,null,null,1.09999999999999,null,null,null
HUN,Hungary,CPALTT01,Consumer Price Index > All items > Total > Total,GY,Growth rate same period previous year,M,Monthly,2016-12,Dec-2016,PC,Percentage,0,Units,null,null,1.8,null,null,null
HUN,Hungary,CPALTT01,Consumer Price Index > All items > Total > Total,GY,Growth rate same period previous year,M,Monthly,2017-01,Jan-2017,PC,Percentage,0,Units,null,null,2.3,null,null,null
HUN,Hungary,CPALTT01,Consumer Price Index > All items > Total > Total,GY,Growth rate same period previous year,M,Monthly,2017-02,Feb-2017,PC,Percentage,0,Units,null,null,2.90000000000001,null,null,null
HUN,Hungary,CPALTT01,Consumer Price Index > All items > Total > Total,GY,Growth rate same period previous year,M,Monthly,2017-03,Mar-2017,PC,Percentage,0,Units,null,null,2.7,null,null,null
HUN,Hungary,CPALTT01,Consumer Price Index > All items > Total > Total,GY,Growth rate same period previous year,M,Monthly,2017-04,Apr-2017,PC,Percentage,0,Units,null,null,2.2,null,null,null
HUN,Hungary,CPALTT01,Consumer Price Index > All items > Total > Total,GY,Growth rate same period previous year,M,Monthly,2017-05,May-2017,PC,Percentage,0,Units,null,null,2.09999999999999,null,null,null
HUN,Hungary,CPALTT01,Consumer Price Index > All items > Total > Total,GY,Growth rate same period previous year,M,Monthly,2017-06,Jun-2017,PC,Percentage,0,Units,null,null,1.90000000000001,null,null,null
HUN,Hungary,CPALTT01,Consumer Price Index > All items > Total > Total,GY,Growth rate same period previous year,M,Monthly,2017-07,Jul-2017,PC,Percentage,0,Units,null,null,2.09999999999999,null,null,null
HUN,Hungary,CPALTT01,Consumer Price Index > All items > Total > Total,GY,Growth rate same period previous year,M,Monthly,2017-08,Aug-2017,PC,Percentage,0,Units,null,null,2.59999999999999,null,null,null
HUN,Hungary,CPALTT01,Consumer Price Index > All items > Total > Total,GY,Growth rate same period previous year,M,Monthly,2017-09,Sep-2017,PC,Percentage,0,Units,null,null,2.5,null,null,null
HUN,Hungary,CPALTT01,Consumer Price Index > All items > Total > Total,GY,Growth rate same period previous year,M,Monthly,2017-10,Oct-2017,PC,Percentage,0,Units,null,null,2.2,null,null,null
HUN,Hungary,CPALTT01,Consumer Price Index > All items > Total > Total,GY,Growth rate same period previous year,M,Monthly,2017-11,Nov-2017,PC,Percentage,0,Units,null,null,2.5,null,null,null
HUN,Hungary,CPALTT01,Consumer Price Index > All items > Total > Total,GY,Growth rate same period previous year,M,Monthly,2017-12,Dec-2017,PC,Percentage,0,Units,null,null,2.09999999999999,null,null,null
HUN,Hungary,CPALTT01,Consumer Price Index > All items > Total > Total,GY,Growth rate same period previous year,M,Monthly,2018-01,Jan-2018,PC,Percentage,0,Units,null,null,2.09999999999999,null,null,null
HUN,Hungary,CPALTT01,Consumer Price Index > All items > Total > Total,GY,Growth rate same period previous year,M,Monthly,2018-02,Feb-2018,PC,Percentage,0,Units,null,null,1.90000000000001,null,null,null
HUN,Hungary,CPALTT01,Consumer Price Index > All items > Total > Total,GY,Growth rate same period previous year,M,Monthly,2018-03,Mar-2018,PC,Percentage,0,Units,null,null,2,null,null,null
HUN,Hungary,CPALTT01,Consumer Price Index > All items > Total > Total,GY,Growth rate same period previous year,M,Monthly,2018-04,Apr-2018,PC,Percentage,0,Units,null,null,2.3,null,null,null
HUN,Hungary,CPALTT01,Consumer Price Index > All items > Total > Total,GY,Growth rate same period previous year,M,Monthly,2018-05,May-2018,PC,Percentage,0,Units,null,null,2.8,null,null,null
HUN,Hungary,CPALTT01,Consumer Price Index > All items > Total > Total,GY,Growth rate same period previous year,M,Monthly,2018-06,Jun-2018,PC,Percentage,0,Units,null,null,3.09999999999999,null,null,null
HUN,Hungary,CPALTT01,Consumer Price Index > All items > Total > Total,GY,Growth rate same period previous year,M,Monthly,2018-07,Jul-2018,PC,Percentage,0,Units,null,null,3.40000000000001,null,null,null
HUN,Hungary,CPALTT01,Consumer Price Index > All items > Total > Total,GY,Growth rate same period previous year,M,Monthly,2018-08,Aug-2018,PC,Percentage,0,Units,null,null,3.40000000000001,null,null,null
HUN,Hungary,CPALTT01,Consumer Price Index > All items > Total > Total,GY,Growth rate same period previous year,M,Monthly,2018-09,Sep-2018,PC,Percentage,0,Units,null,null,3.59999999999999,null,null,null
HUN,Hungary,CPALTT01,Consumer Price Index > All items > Total > Total,GY,Growth rate same period previous year,M,Monthly,2018-10,Oct-2018,PC,Percentage,0,Units,null,null,3.8,null,null,null
HUN,Hungary,CPALTT01,Consumer Price Index > All items > Total > Total,GY,Growth rate same period previous year,M,Monthly,2018-11,Nov-2018,PC,Percentage,0,Units,null,null,3.1,null,null,null
HUN,Hungary,CPALTT01,Consumer Price Index > All items > Total > Total,GY,Growth rate same period previous year,M,Monthly,2018-12,Dec-2018,PC,Percentage,0,Units,null,null,2.7,null,null,null
HUN,Hungary,CPALTT01,Consumer Price Index > All items > Total > Total,GY,Growth rate same period previous year,M,Monthly,2019-01,Jan-2019,PC,Percentage,0,Units,null,null,2.7,null,null,null
HUN,Hungary,CPALTT01,Consumer Price Index > All items > Total > Total,GY,Growth rate same period previous year,M,Monthly,2019-02,Feb-2019,PC,Percentage,0,Units,null,null,3.1,null,null,null
HUN,Hungary,CPALTT01,Consumer Price Index > All items > Total > Total,GY,Growth rate same period previous year,M,Monthly,2019-03,Mar-2019,PC,Percentage,0,Units,null,null,3.7,null,null,null
HUN,Hungary,CPALTT01,Consumer Price Index > All items > Total > Total,GY,Growth rate same period previous year,M,Monthly,2019-04,Apr-2019,PC,Percentage,0,Units,null,null,3.9,null,null,null
HUN,Hungary,CPALTT01,Consumer Price Index > All items > Total > Total,GY,Growth rate same period previous year,M,Monthly,2019-05,May-2019,PC,Percentage,0,Units,null,null,3.9,null,null,null
HUN,Hungary,CPALTT01,Consumer Price Index > All items > Total > Total,GY,Growth rate same period previous year,M,Monthly,2019-06,Jun-2019,PC,Percentage,0,Units,null,null,3.4,null,null,null
HUN,Hungary,CPALTT01,Consumer Price Index > All items > Total > Total,GY,Growth rate same period previous year,M,Monthly,2019-07,Jul-2019,PC,Percentage,0,Units,null,null,3.3,null,null,null
HUN,Hungary,CPALTT01,Consumer Price Index > All items > Total > Total,GY,Growth rate same period previous year,M,Monthly,2019-08,Aug-2019,PC,Percentage,0,Units,null,null,3.1,null,null,null
HUN,Hungary,CPALTT01,Consumer Price Index > All items > Total > Total,GY,Growth rate same period previous year,M,Monthly,2019-09,Sep-2019,PC,Percentage,0,Units,null,null,2.8,null,null,null
HUN,Hungary,CPALTT01,Consumer Price Index > All items > Total > Total,GY,Growth rate same period previous year,M,Monthly,2019-10,Oct-2019,PC,Percentage,0,Units,null,null,2.9,null,null,null
HUN,Hungary,CPALTT01,Consumer Price Index > All items > Total > Total,GY,Growth rate same period previous year,M,Monthly,2019-11,Nov-2019,PC,Percentage,0,Units,null,null,3.4,null,null,null
HUN,Hungary,CPALTT01,Consumer Price Index > All items > Total > Total,GY,Growth rate same period previous year,M,Monthly,2019-12,Dec-2019,PC,Percentage,0,Units,null,null,4,null,null,null
HUN,Hungary,CPALTT01,Consumer Price Index > All items > Total > Total,GY,Growth rate same period previous year,M,Monthly,2020-01,Jan-2020,PC,Percentage,0,Units,null,null,4.7,null,null,null
HUN,Hungary,CPALTT01,Consumer Price Index > All items > Total > Total,GY,Growth rate same period previous year,M,Monthly,2020-02,Feb-2020,PC,Percentage,0,Units,null,null,4.4,null,null,null
HUN,Hungary,CPALTT01,Consumer Price Index > All items > Total > Total,GY,Growth rate same period previous year,M,Monthly,2020-03,Mar-2020,PC,Percentage,0,Units,null,null,3.9,null,null,null
HUN,Hungary,CPALTT01,Consumer Price Index > All items > Total > Total,GY,Growth rate same period previous year,M,Monthly,2020-04,Apr-2020,PC,Percentage,0,Units,null,null,2.4,null,null,null
HUN,Hungary,CPALTT01,Consumer Price Index > All items > Total > Total,GY,Growth rate same period previous year,M,Monthly,2020-05,May-2020,PC,Percentage,0,Units,null,null,2.2,null,null,null
HUN,Hungary,CPALTT01,Consumer Price Index > All items > Total > Total,GY,Growth rate same period previous year,M,Monthly,2020-06,Jun-2020,PC,Percentage,0,Units,null,null,2.9,null,null,null
HUN,Hungary,CPALTT01,Consumer Price Index > All items > Total > Total,GY,Growth rate same period previous year,M,Monthly,2020-07,Jul-2020,PC,Percentage,0,Units,null,null,3.8,null,null,null
HUN,Hungary,CPALTT01,Consumer Price Index > All items > Total > Total,GY,Growth rate same period previous year,M,Monthly,2020-08,Aug-2020,PC,Percentage,0,Units,null,null,3.9,null,null,null
HUN,Hungary,CPALTT01,Consumer Price Index > All items > Total > Total,GY,Growth rate same period previous year,M,Monthly,2020-09,Sep-2020,PC,Percentage,0,Units,null,null,3.4,null,null,null
HUN,Hungary,CPALTT01,Consumer Price Index > All items > Total > Total,GY,Growth rate same period previous year,M,Monthly,2020-10,Oct-2020,PC,Percentage,0,Units,null,null,3,null,null,null
HUN,Hungary,CPALTT01,Consumer Price Index > All items > Total > Total,GY,Growth rate same period previous year,M,Monthly,2020-11,Nov-2020,PC,Percentage,0,Units,null,null,2.7,null,null,null
HUN,Hungary,CPALTT01,Consumer Price Index > All items > Total > Total,GY,Growth rate same period previous year,M,Monthly,2020-12,Dec-2020,PC,Percentage,0,Units,null,null,2.7,null,null,null
HUN,Hungary,CPALTT01,Consumer Price Index > All items > Total > Total,GY,Growth rate same period previous year,M,Monthly,2021-01,Jan-2021,PC,Percentage,0,Units,null,null,2.7,null,null,null
HUN,Hungary,CPALTT01,Consumer Price Index > All items > Total > Total,GY,Growth rate same period previous year,M,Monthly,2021-02,Feb-2021,PC,Percentage,0,Units,null,null,3.1,null,null,null
HUN,Hungary,CPALTT01,Consumer Price Index > All items > Total > Total,GY,Growth rate same period previous year,M,Monthly,2021-03,Mar-2021,PC,Percentage,0,Units,null,null,3.7,null,null,null
HUN,Hungary,CPALTT01,Consumer Price Index > All items > Total > Total,GY,Growth rate same period previous year,M,Monthly,2021-04,Apr-2021,PC,Percentage,0,Units,null,null,5.1,null,null,null
HUN,Hungary,CPALTT01,Consumer Price Index > All items > Total > Total,GY,Growth rate same period previous year,M,Monthly,2021-05,May-2021,PC,Percentage,0,Units,null,null,5.1,null,null,null
HUN,Hungary,CPALTT01,Consumer Price Index > All items > Total > Total,GY,Growth rate same period previous year,M,Monthly,2021-06,Jun-2021,PC,Percentage,0,Units,null,null,5.3,null,null,null
HUN,Hungary,CPALTT01,Consumer Price Index > All items > Total > Total,GY,Growth rate same period previous year,M,Monthly,2021-07,Jul-2021,PC,Percentage,0,Units,null,null,4.6,null,null,null
HUN,Hungary,CPALTT01,Consumer Price Index > All items > Total > Total,GY,Growth rate same period previous year,M,Monthly,2021-08,Aug-2021,PC,Percentage,0,Units,null,null,4.9,null,null,null
HUN,Hungary,CPALTT01,Consumer Price Index > All items > Total > Total,GY,Growth rate same period previous year,M,Monthly,2021-09,Sep-2021,PC,Percentage,0,Units,null,null,5.5,null,null,null
HUN,Hungary,CPALTT01,Consumer Price Index > All items > Total > Total,GY,Growth rate same period previous year,M,Monthly,2021-10,Oct-2021,PC,Percentage,0,Units,null,null,6.5,null,null,null
HUN,Hungary,CPALTT01,Consumer Price Index > All items > Total > Total,GY,Growth rate same period previous year,M,Monthly,2021-11,Nov-2021,PC,Percentage,0,Units,null,null,7.4,null,null,null
HUN,Hungary,CPALTT01,Consumer Price Index > All items > Total > Total,GY,Growth rate same period previous year,M,Monthly,2021-12,Dec-2021,PC,Percentage,0,Units,null,null,7.4,null,null,null
HUN,Hungary,CPALTT01,Consumer Price Index > All items > Total > Total,GY,Growth rate same period previous year,M,Monthly,2022-01,Jan-2022,PC,Percentage,0,Units,null,null,7.9,null,null,null
HUN,Hungary,CPALTT01,Consumer Price Index > All items > Total > Total,GY,Growth rate same period previous year,M,Monthly,2022-02,Feb-2022,PC,Percentage,0,Units,null,null,8.3,null,null,null
HUN,Hungary,CPALTT01,Consumer Price Index > All items > Total > Total,GY,Growth rate same period previous year,M,Monthly,2022-03,Mar-2022,PC,Percentage,0,Units,null,null,8.5,null,null,null
HUN,Hungary,CPALTT01,Consumer Price Index > All items > Total > Total,GY,Growth rate same period previous year,M,Monthly,2022-04,Apr-2022,PC,Percentage,0,Units,null,null,9.5,null,null,null
HUN,Hungary,CPALTT01,Consumer Price Index > All items > Total > Total,GY,Growth rate same period previous year,M,Monthly,2022-05,May-2022,PC,Percentage,0,Units,null,null,10.7,null,null,null
HUN,Hungary,CPALTT01,Consumer Price Index > All items > Total > Total,GY,Growth rate same period previous year,M,Monthly,2022-06,Jun-2022,PC,Percentage,0,Units,null,null,11.7,null,null,null
HUN,Hungary,CPALTT01,Consumer Price Index > All items > Total > Total,GY,Growth rate same period previous year,M,Monthly,2022-07,Jul-2022,PC,Percentage,0,Units,null,null,13.7,null,null,null
HUN,Hungary,CPALTT01,Consumer Price Index > All items > Total > Total,GY,Growth rate same period previous year,M,Monthly,2022-08,Aug-2022,PC,Percentage,0,Units,null,null,15.6,null,null,null
HUN,Hungary,CPALTT01,Consumer Price Index > All items > Total > Total,GY,Growth rate same period previous year,M,Monthly,2022-09,Sep-2022,PC,Percentage,0,Units,null,null,20.1,null,null,null
HUN,Hungary,CPALTT01,Consumer Price Index > All items > Total > Total,GY,Growth rate same period previous year,M,Monthly,2022-10,Oct-2022,PC,Percentage,0,Units,null,null,21.1,null,null,null
HUN,Hungary,CPALTT01,Consumer Price Index > All items > Total > Total,GY,Growth rate same period previous year,M,Monthly,2022-11,Nov-2022,PC,Percentage,0,Units,null,null,22.5,null,null,null
HUN,Hungary,CPALTT01,Consumer Price Index > All items > Total > Total,GY,Growth rate same period previous year,M,Monthly,2022-12,Dec-2022,PC,Percentage,0,Units,null,null,24.5,null,null,null
HUN,Hungary,CPALTT01,Consumer Price Index > All items > Total > Total,GY,Growth rate same period previous year,M,Monthly,2023-01,Jan-2023,PC,Percentage,0,Units,null,null,25.7,null,null,null
HUN,Hungary,CPALTT01,Consumer Price Index > All items > Total > Total,GY,Growth rate same period previous year,M,Monthly,2023-02,Feb-2023,PC,Percentage,0,Units,null,null,25.4,null,null,null
HUN,Hungary,CPALTT01,Consumer Price Index > All items > Total > Total,GY,Growth rate same period previous year,M,Monthly,2023-03,Mar-2023,PC,Percentage,0,Units,null,null,25.2,null,null,null
HUN,Hungary,CPALTT01,Consumer Price Index > All items > Total > Total,GY,Growth rate same period previous year,M,Monthly,2023-04,Apr-2023,PC,Percentage,0,Units,null,null,24,null,null,null
HUN,Hungary,CPALTT01,Consumer Price Index > All items > Total > Total,GY,Growth rate same period previous year,M,Monthly,2023-05,May-2023,PC,Percentage,0,Units,null,null,21.5,null,null,null
HUN,Hungary,CPALTT01,Consumer Price Index > All items > Total > Total,GY,Growth rate same period previous year,M,Monthly,2023-06,Jun-2023,PC,Percentage,0,Units,null,null,20.1,null,null,null
HUN,Hungary,CPALTT01,Consumer Price Index > All items > Total > Total,GY,Growth rate same period previous year,M,Monthly,2023-07,Jul-2023,PC,Percentage,0,Units,null,null,17.6,null,null,null
HUN,Hungary,CPALTT01,Consumer Price Index > All items > Total > Total,GY,Growth rate same period previous year,M,Monthly,2023-08,Aug-2023,PC,Percentage,0,Units,null,null,16.4,null,null,null
HUN,Hungary,CPALTT01,Consumer Price Index > All items > Total > Total,GY,Growth rate same period previous year,M,Monthly,2023-09,Sep-2023,PC,Percentage,0,Units,null,null,12.2,null,null,null
HUN,Hungary,CPALTT01,Consumer Price Index > All items > Total > Total,GY,Growth rate same period previous year,M,Monthly,2023-10,Oct-2023,PC,Percentage,0,Units,null,null,9.9,null,null,null
HUN,Hungary,CPALTT01,Consumer Price Index > All items > Total > Total,GY,Growth rate same period previous year,M,Monthly,2023-11,Nov-2023,PC,Percentage,0,Units,null,null,7.9,null,null,null
HUN,Hungary,CPALTT01,Consumer Price Index > All items > Total > Total,GY,Growth rate same period previous year,M,Monthly,2023-12,Dec-2023,PC,Percentage,0,Units,null,null,5.5,null,null,null
IRL,Ireland,CPALTT01,Consumer Price Index > All items > Total > Total,GY,Growth rate same period previous year,M,Monthly,1995-01,Jan-1995,PC,Percentage,0,Units,null,null,2.47295208655333,null,null,null
IRL,Ireland,CPALTT01,Consumer Price Index > All items > Total > Total,GY,Growth rate same period previous year,M,Monthly,1995-02,Feb-1995,PC,Percentage,0,Units,null,null,2.47295208655333,null,null,null
IRL,Ireland,CPALTT01,Consumer Price Index > All items > Total > Total,GY,Growth rate same period previous year,M,Monthly,1995-03,Mar-1995,PC,Percentage,0,Units,null,null,2.47295208655333,null,null,null
IRL,Ireland,CPALTT01,Consumer Price Index > All items > Total > Total,GY,Growth rate same period previous year,M,Monthly,1995-04,Apr-1995,PC,Percentage,0,Units,null,null,2.76073619631902,null,null,null
IRL,Ireland,CPALTT01,Consumer Price Index > All items > Total > Total,GY,Growth rate same period previous year,M,Monthly,1995-05,May-1995,PC,Percentage,0,Units,null,null,2.76073619631902,null,null,null
IRL,Ireland,CPALTT01,Consumer Price Index > All items > Total > Total,GY,Growth rate same period previous year,M,Monthly,1995-06,Jun-1995,PC,Percentage,0,Units,null,null,2.76073619631902,null,null,null
IRL,Ireland,CPALTT01,Consumer Price Index > All items > Total > Total,GY,Growth rate same period previous year,M,Monthly,1995-07,Jul-1995,PC,Percentage,0,Units,null,null,2.43531202435311,null,null,null
IRL,Ireland,CPALTT01,Consumer Price Index > All items > Total > Total,GY,Growth rate same period previous year,M,Monthly,1995-08,Aug-1995,PC,Percentage,0,Units,null,null,2.43531202435311,null,null,null
IRL,Ireland,CPALTT01,Consumer Price Index > All items > Total > Total,GY,Growth rate same period previous year,M,Monthly,1995-09,Sep-1995,PC,Percentage,0,Units,null,null,2.43531202435311,null,null,null
IRL,Ireland,CPALTT01,Consumer Price Index > All items > Total > Total,GY,Growth rate same period previous year,M,Monthly,1995-10,Oct-1995,PC,Percentage,0,Units,null,null,2.43161094224925,null,null,null
IRL,Ireland,CPALTT01,Consumer Price Index > All items > Total > Total,GY,Growth rate same period previous year,M,Monthly,1995-11,Nov-1995,PC,Percentage,0,Units,null,null,2.43161094224925,null,null,null
IRL,Ireland,CPALTT01,Consumer Price Index > All items > Total > Total,GY,Growth rate same period previous year,M,Monthly,1995-12,Dec-1995,PC,Percentage,0,Units,null,null,2.43161094224925,null,null,null
IRL,Ireland,CPALTT01,Consumer Price Index > All items > Total > Total,GY,Growth rate same period previous year,M,Monthly,1996-01,Jan-1996,PC,Percentage,0,Units,null,null,2.11161387631975,null,null,null
IRL,Ireland,CPALTT01,Consumer Price Index > All items > Total > Total,GY,Growth rate same period previous year,M,Monthly,1996-02,Feb-1996,PC,Percentage,0,Units,null,null,2.11161387631975,null,null,null
IRL,Ireland,CPALTT01,Consumer Price Index > All items > Total > Total,GY,Growth rate same period previous year,M,Monthly,1996-03,Mar-1996,PC,Percentage,0,Units,null,null,2.11161387631975,null,null,null
IRL,Ireland,CPALTT01,Consumer Price Index > All items > Total > Total,GY,Growth rate same period previous year,M,Monthly,1996-04,Apr-1996,PC,Percentage,0,Units,null,null,1.49253731343284,null,null,null
IRL,Ireland,CPALTT01,Consumer Price Index > All items > Total > Total,GY,Growth rate same period previous year,M,Monthly,1996-05,May-1996,PC,Percentage,0,Units,null,null,1.49253731343284,null,null,null
IRL,Ireland,CPALTT01,Consumer Price Index > All items > Total > Total,GY,Growth rate same period previous year,M,Monthly,1996-06,Jun-1996,PC,Percentage,0,Units,null,null,1.49253731343284,null,null,null
IRL,Ireland,CPALTT01,Consumer Price Index > All items > Total > Total,GY,Growth rate same period previous year,M,Monthly,1996-07,Jul-1996,PC,Percentage,0,Units,null,null,1.48588410104012,null,null,null
IRL,Ireland,CPALTT01,Consumer Price Index > All items > Total > Total,GY,Growth rate same period previous year,M,Monthly,1996-08,Aug-1996,PC,Percentage,0,Units,null,null,1.48588410104012,null,null,null
IRL,Ireland,CPALTT01,Consumer Price Index > All items > Total > Total,GY,Growth rate same period previous year,M,Monthly,1996-09,Sep-1996,PC,Percentage,0,Units,null,null,1.48588410104012,null,null,null
IRL,Ireland,CPALTT01,Consumer Price Index > All items > Total > Total,GY,Growth rate same period previous year,M,Monthly,1996-10,Oct-1996,PC,Percentage,0,Units,null,null,1.92878338278931,null,null,null
IRL,Ireland,CPALTT01,Consumer Price Index > All items > Total > Total,GY,Growth rate same period previous year,M,Monthly,1996-11,Nov-1996,PC,Percentage,0,Units,null,null,1.92878338278931,null,null,null
IRL,Ireland,CPALTT01,Consumer Price Index > All items > Total > Total,GY,Growth rate same period previous year,M,Monthly,1996-12,Dec-1996,PC,Percentage,0,Units,null,null,1.92878338278931,null,null,null
IRL,Ireland,CPALTT01,Consumer Price Index > All items > Total > Total,GY,Growth rate same period previous year,M,Monthly,1997-01,Jan-1997,PC,Percentage,0,Units,null,null,1.0280911360636,null,null,null
