SUBJECT,Subject_1,LOCATION,Country,MEASURE,Measure_1,FREQUENCY,Frequency_1,TIME,Time_1,Unit_Code,Unit,PowerCode_Code,PowerCode,Reference_Period_Code,Reference_Period,Value,Flag_Codes,Flags,_rescued_data
LRHUTTTT,"Monthly unemployment rate: all persons, s.a.",AUS,Australia,ST,"Level, ratio or index",M,Monthly,1995-01,Jan-1995,PC,Percentage,0,Units,null,null,8.8555944,null,null,null
LRHUTTTT,"Monthly unemployment rate: all persons, s.a.",AUS,Australia,ST,"Level, ratio or index",M,Monthly,1995-02,Feb-1995,PC,Percentage,0,Units,null,null,8.8231188,null,null,null
LRHUTTTT,"Monthly unemployment rate: all persons, s.a.",AUS,Australia,ST,"Level, ratio or index",M,Monthly,1995-03,Mar-1995,PC,Percentage,0,Units,null,null,8.6166538,null,null,null
LRHUTTTT,"Monthly unemployment rate: all persons, s.a.",AUS,Australia,ST,"Level, ratio or index",M,Monthly,1995-04,Apr-1995,PC,Percentage,0,Units,null,null,8.2672059,null,null,null
LRHUTTTT,"Monthly unemployment rate: all persons, s.a.",AUS,Australia,ST,"Level, ratio or index",M,Monthly,1995-05,May-1995,PC,Percentage,0,Units,null,null,8.4742618,null,null,null
LRHUTTTT,"Monthly unemployment rate: all persons, s.a.",AUS,Australia,ST,"Level, ratio or index",M,Monthly,1995-06,Jun-1995,PC,Percentage,0,Units,null,null,8.3530144,null,null,null
LRHUTTTT,"Monthly unemployment rate: all persons, s.a.",AUS,Australia,ST,"Level, ratio or index",M,Monthly,1995-07,Jul-1995,PC,Percentage,0,Units,null,null,8.4258684,null,null,null
LRHUTTTT,"Monthly unemployment rate: all persons, s.a.",AUS,Australia,ST,"Level, ratio or index",M,Monthly,1995-08,Aug-1995,PC,Percentage,0,Units,null,null,8.3194201,null,null,null
LRHUTTTT,"Monthly unemployment rate: all persons, s.a.",AUS,Australia,ST,"Level, ratio or index",M,Monthly,1995-09,Sep-1995,PC,Percentage,0,Units,null,null,8.3619918,null,null,null
LRHUTTTT,"Monthly unemployment rate: all persons, s.a.",AUS,Australia,ST,"Level, ratio or index",M,Monthly,1995-10,Oct-1995,PC,Percentage,0,Units,null,null,8.5747357,null,null,null
LRHUTTTT,"Monthly unemployment rate: all persons, s.a.",AUS,Australia,ST,"Level, ratio or index",M,Monthly,1995-11,Nov-1995,PC,Percentage,0,Units,null,null,8.4516084,null,null,null
LRHUTTTT,"Monthly unemployment rate: all persons, s.a.",AUS,Australia,ST,"Level, ratio or index",M,Monthly,1995-12,Dec-1995,PC,Percentage,0,Units,null,null,8.1439142,null,null,null
LRHUTTTT,"Monthly unemployment rate: all persons, s.a.",AUS,Australia,ST,"Level, ratio or index",M,Monthly,1996-01,Jan-1996,PC,Percentage,0,Units,null,null,8.4524374,null,null,null
LRHUTTTT,"Monthly unemployment rate: all persons, s.a.",AUS,Australia,ST,"Level, ratio or index",M,Monthly,1996-02,Feb-1996,PC,Percentage,0,Units,null,null,8.3265398,null,null,null
LRHUTTTT,"Monthly unemployment rate: all persons, s.a.",AUS,Australia,ST,"Level, ratio or index",M,Monthly,1996-03,Mar-1996,PC,Percentage,0,Units,null,null,8.4206825,null,null,null
LRHUTTTT,"Monthly unemployment rate: all persons, s.a.",AUS,Australia,ST,"Level, ratio or index",M,Monthly,1996-04,Apr-1996,PC,Percentage,0,Units,null,null,8.5779142,null,null,null
LRHUTTTT,"Monthly unemployment rate: all persons, s.a.",AUS,Australia,ST,"Level, ratio or index",M,Monthly,1996-05,May-1996,PC,Percentage,0,Units,null,null,8.4139864,null,null,null
LRHUTTTT,"Monthly unemployment rate: all persons, s.a.",AUS,Australia,ST,"Level, ratio or index",M,Monthly,1996-06,Jun-1996,PC,Percentage,0,Units,null,null,8.2544479,null,null,null
LRHUTTTT,"Monthly unemployment rate: all persons, s.a.",AUS,Australia,ST,"Level, ratio or index",M,Monthly,1996-07,Jul-1996,PC,Percentage,0,Units,null,null,8.5672722,null,null,null
LRHUTTTT,"Monthly unemployment rate: all persons, s.a.",AUS,Australia,ST,"Level, ratio or index",M,Monthly,1996-08,Aug-1996,PC,Percentage,0,Units,null,null,8.7217347,null,null,null
LRHUTTTT,"Monthly unemployment rate: all persons, s.a.",AUS,Australia,ST,"Level, ratio or index",M,Monthly,1996-09,Sep-1996,PC,Percentage,0,Units,null,null,8.5754442,null,null,null
LRHUTTTT,"Monthly unemployment rate: all persons, s.a.",AUS,Australia,ST,"Level, ratio or index",M,Monthly,1996-10,Oct-1996,PC,Percentage,0,Units,null,null,8.7590576,null,null,null
LRHUTTTT,"Monthly unemployment rate: all persons, s.a.",AUS,Australia,ST,"Level, ratio or index",M,Monthly,1996-11,Nov-1996,PC,Percentage,0,Units,null,null,8.4702063,null,null,null
LRHUTTTT,"Monthly unemployment rate: all persons, s.a.",AUS,Australia,ST,"Level, ratio or index",M,Monthly,1996-12,Dec-1996,PC,Percentage,0,Units,null,null,8.6302562,null,null,null
LRHUTTTT,"Monthly unemployment rate: all persons, s.a.",AUS,Australia,ST,"Level, ratio or index",M,Monthly,1997-01,Jan-1997,PC,Percentage,0,Units,null,null,8.5666313,null,null,null
LRHUTTTT,"Monthly unemployment rate: all persons, s.a.",AUS,Australia,ST,"Level, ratio or index",M,Monthly,1997-02,Feb-1997,PC,Percentage,0,Units,null,null,8.7024187,null,null,null
LRHUTTTT,"Monthly unemployment rate: all persons, s.a.",AUS,Australia,ST,"Level, ratio or index",M,Monthly,1997-03,Mar-1997,PC,Percentage,0,Units,null,null,8.5918969,null,null,null
LRHUTTTT,"Monthly unemployment rate: all persons, s.a.",AUS,Australia,ST,"Level, ratio or index",M,Monthly,1997-04,Apr-1997,PC,Percentage,0,Units,null,null,8.568055,null,null,null
LRHUTTTT,"Monthly unemployment rate: all persons, s.a.",AUS,Australia,ST,"Level, ratio or index",M,Monthly,1997-05,May-1997,PC,Percentage,0,Units,null,null,8.5471249,null,null,null
LRHUTTTT,"Monthly unemployment rate: all persons, s.a.",AUS,Australia,ST,"Level, ratio or index",M,Monthly,1997-06,Jun-1997,PC,Percentage,0,Units,null,null,8.3309726,null,null,null
LRHUTTTT,"Monthly unemployment rate: all persons, s.a.",AUS,Australia,ST,"Level, ratio or index",M,Monthly,1997-07,Jul-1997,PC,Percentage,0,Units,null,null,8.5889006,null,null,null
LRHUTTTT,"Monthly unemployment rate: all persons, s.a.",AUS,Australia,ST,"Level, ratio or index",M,Monthly,1997-08,Aug-1997,PC,Percentage,0,Units,null,null,8.4645443,null,null,null
LRHUTTTT,"Monthly unemployment rate: all persons, s.a.",AUS,Australia,ST,"Level, ratio or index",M,Monthly,1997-09,Sep-1997,PC,Percentage,0,Units,null,null,8.0670154,null,null,null
LRHUTTTT,"Monthly unemployment rate: all persons, s.a.",AUS,Australia,ST,"Level, ratio or index",M,Monthly,1997-10,Oct-1997,PC,Percentage,0,Units,null,null,8.032797,null,null,null
LRHUTTTT,"Monthly unemployment rate: all persons, s.a.",AUS,Australia,ST,"Level, ratio or index",M,Monthly,1997-11,Nov-1997,PC,Percentage,0,Units,null,null,7.9864765,null,null,null
LRHUTTTT,"Monthly unemployment rate: all persons, s.a.",AUS,Australia,ST,"Level, ratio or index",M,Monthly,1997-12,Dec-1997,PC,Percentage,0,Units,null,null,7.910058,null,null,null
LRHUTTTT,"Monthly unemployment rate: all persons, s.a.",AUS,Australia,ST,"Level, ratio or index",M,Monthly,1998-01,Jan-1998,PC,Percentage,0,Units,null,null,7.865068,null,null,null
LRHUTTTT,"Monthly unemployment rate: all persons, s.a.",AUS,Australia,ST,"Level, ratio or index",M,Monthly,1998-02,Feb-1998,PC,Percentage,0,Units,null,null,7.7721378,null,null,null
LRHUTTTT,"Monthly unemployment rate: all persons, s.a.",AUS,Australia,ST,"Level, ratio or index",M,Monthly,1998-03,Mar-1998,PC,Percentage,0,Units,null,null,7.8830751,null,null,null
LRHUTTTT,"Monthly unemployment rate: all persons, s.a.",AUS,Australia,ST,"Level, ratio or index",M,Monthly,1998-04,Apr-1998,PC,Percentage,0,Units,null,null,7.6034435,null,null,null
LRHUTTTT,"Monthly unemployment rate: all persons, s.a.",AUS,Australia,ST,"Level, ratio or index",M,Monthly,1998-05,May-1998,PC,Percentage,0,Units,null,null,7.7645435,null,null,null
LRHUTTTT,"Monthly unemployment rate: all persons, s.a.",AUS,Australia,ST,"Level, ratio or index",M,Monthly,1998-06,Jun-1998,PC,Percentage,0,Units,null,null,7.8321259,null,null,null
LRHUTTTT,"Monthly unemployment rate: all persons, s.a.",AUS,Australia,ST,"Level, ratio or index",M,Monthly,1998-07,Jul-1998,PC,Percentage,0,Units,null,null,7.9743003,null,null,null
LRHUTTTT,"Monthly unemployment rate: all persons, s.a.",AUS,Australia,ST,"Level, ratio or index",M,Monthly,1998-08,Aug-1998,PC,Percentage,0,Units,null,null,7.7548377,null,null,null
LRHUTTTT,"Monthly unemployment rate: all persons, s.a.",AUS,Australia,ST,"Level, ratio or index",M,Monthly,1998-09,Sep-1998,PC,Percentage,0,Units,null,null,7.6330029,null,null,null
LRHUTTTT,"Monthly unemployment rate: all persons, s.a.",AUS,Australia,ST,"Level, ratio or index",M,Monthly,1998-10,Oct-1998,PC,Percentage,0,Units,null,null,7.313368,null,null,null
LRHUTTTT,"Monthly unemployment rate: all persons, s.a.",AUS,Australia,ST,"Level, ratio or index",M,Monthly,1998-11,Nov-1998,PC,Percentage,0,Units,null,null,7.6260102,null,null,null
LRHUTTTT,"Monthly unemployment rate: all persons, s.a.",AUS,Australia,ST,"Level, ratio or index",M,Monthly,1998-12,Dec-1998,PC,Percentage,0,Units,null,null,7.1833795,null,null,null
LRHUTTTT,"Monthly unemployment rate: all persons, s.a.",AUS,Australia,ST,"Level, ratio or index",M,Monthly,1999-01,Jan-1999,PC,Percentage,0,Units,null,null,7.1183695,null,null,null
LRHUTTTT,"Monthly unemployment rate: all persons, s.a.",AUS,Australia,ST,"Level, ratio or index",M,Monthly,1999-02,Feb-1999,PC,Percentage,0,Units,null,null,7.1148554,null,null,null
LRHUTTTT,"Monthly unemployment rate: all persons, s.a.",AUS,Australia,ST,"Level, ratio or index",M,Monthly,1999-03,Mar-1999,PC,Percentage,0,Units,null,null,7.0123834,null,null,null
LRHUTTTT,"Monthly unemployment rate: all persons, s.a.",AUS,Australia,ST,"Level, ratio or index",M,Monthly,1999-04,Apr-1999,PC,Percentage,0,Units,null,null,6.9791598,null,null,null
LRHUTTTT,"Monthly unemployment rate: all persons, s.a.",AUS,Australia,ST,"Level, ratio or index",M,Monthly,1999-05,May-1999,PC,Percentage,0,Units,null,null,7.024711,null,null,null
LRHUTTTT,"Monthly unemployment rate: all persons, s.a.",AUS,Australia,ST,"Level, ratio or index",M,Monthly,1999-06,Jun-1999,PC,Percentage,0,Units,null,null,6.6531887,null,null,null
LRHUTTTT,"Monthly unemployment rate: all persons, s.a.",AUS,Australia,ST,"Level, ratio or index",M,Monthly,1999-07,Jul-1999,PC,Percentage,0,Units,null,null,6.6749832,null,null,null
LRHUTTTT,"Monthly unemployment rate: all persons, s.a.",AUS,Australia,ST,"Level, ratio or index",M,Monthly,1999-08,Aug-1999,PC,Percentage,0,Units,null,null,6.9054567,null,null,null
LRHUTTTT,"Monthly unemployment rate: all persons, s.a.",AUS,Australia,ST,"Level, ratio or index",M,Monthly,1999-09,Sep-1999,PC,Percentage,0,Units,null,null,7.0406917,null,null,null
LRHUTTTT,"Monthly unemployment rate: all persons, s.a.",AUS,Australia,ST,"Level, ratio or index",M,Monthly,1999-10,Oct-1999,PC,Percentage,0,Units,null,null,6.7761021,null,null,null
LRHUTTTT,"Monthly unemployment rate: all persons, s.a.",AUS,Australia,ST,"Level, ratio or index",M,Monthly,1999-11,Nov-1999,PC,Percentage,0,Units,null,null,6.4397591,null,null,null
LRHUTTTT,"Monthly unemployment rate: all persons, s.a.",AUS,Australia,ST,"Level, ratio or index",M,Monthly,1999-12,Dec-1999,PC,Percentage,0,Units,null,null,6.6841919,null,null,null
LRHUTTTT,"Monthly unemployment rate: all persons, s.a.",AUS,Australia,ST,"Level, ratio or index",M,Monthly,2000-01,Jan-2000,PC,Percentage,0,Units,null,null,6.7668403,null,null,null
LRHUTTTT,"Monthly unemployment rate: all persons, s.a.",AUS,Australia,ST,"Level, ratio or index",M,Monthly,2000-02,Feb-2000,PC,Percentage,0,Units,null,null,6.6187877,null,null,null
LRHUTTTT,"Monthly unemployment rate: all persons, s.a.",AUS,Australia,ST,"Level, ratio or index",M,Monthly,2000-03,Mar-2000,PC,Percentage,0,Units,null,null,6.5647616,null,null,null
LRHUTTTT,"Monthly unemployment rate: all persons, s.a.",AUS,Australia,ST,"Level, ratio or index",M,Monthly,2000-04,Apr-2000,PC,Percentage,0,Units,null,null,6.3759895,null,null,null
LRHUTTTT,"Monthly unemployment rate: all persons, s.a.",AUS,Australia,ST,"Level, ratio or index",M,Monthly,2000-05,May-2000,PC,Percentage,0,Units,null,null,6.4140905,null,null,null
LRHUTTTT,"Monthly unemployment rate: all persons, s.a.",AUS,Australia,ST,"Level, ratio or index",M,Monthly,2000-06,Jun-2000,PC,Percentage,0,Units,null,null,6.1149518,null,null,null
LRHUTTTT,"Monthly unemployment rate: all persons, s.a.",AUS,Australia,ST,"Level, ratio or index",M,Monthly,2000-07,Jul-2000,PC,Percentage,0,Units,null,null,5.953825,null,null,null
LRHUTTTT,"Monthly unemployment rate: all persons, s.a.",AUS,Australia,ST,"Level, ratio or index",M,Monthly,2000-08,Aug-2000,PC,Percentage,0,Units,null,null,6.0510773,null,null,null
LRHUTTTT,"Monthly unemployment rate: all persons, s.a.",AUS,Australia,ST,"Level, ratio or index",M,Monthly,2000-09,Sep-2000,PC,Percentage,0,Units,null,null,5.9625318,null,null,null
LRHUTTTT,"Monthly unemployment rate: all persons, s.a.",AUS,Australia,ST,"Level, ratio or index",M,Monthly,2000-10,Oct-2000,PC,Percentage,0,Units,null,null,6.0095653,null,null,null
LRHUTTTT,"Monthly unemployment rate: all persons, s.a.",AUS,Australia,ST,"Level, ratio or index",M,Monthly,2000-11,Nov-2000,PC,Percentage,0,Units,null,null,6.2614667,null,null,null
LRHUTTTT,"Monthly unemployment rate: all persons, s.a.",AUS,Australia,ST,"Level, ratio or index",M,Monthly,2000-12,Dec-2000,PC,Percentage,0,Units,null,null,6.2436304,null,null,null
LRHUTTTT,"Monthly unemployment rate: all persons, s.a.",AUS,Australia,ST,"Level, ratio or index",M,Monthly,2001-01,Jan-2001,PC,Percentage,0,Units,null,null,6.1383892,null,null,null
LRHUTTTT,"Monthly unemployment rate: all persons, s.a.",AUS,Australia,ST,"Level, ratio or index",M,Monthly,2001-02,Feb-2001,PC,Percentage,0,Units,null,null,6.501515,null,null,null
LRHUTTTT,"Monthly unemployment rate: all persons, s.a.",AUS,Australia,ST,"Level, ratio or index",M,Monthly,2001-03,Mar-2001,PC,Percentage,0,Units,null,null,6.4584359,null,null,null
LRHUTTTT,"Monthly unemployment rate: all persons, s.a.",AUS,Australia,ST,"Level, ratio or index",M,Monthly,2001-04,Apr-2001,PC,Percentage,0,Units,null,null,6.7819568,null,null,null
LRHUTTTT,"Monthly unemployment rate: all persons, s.a.",AUS,Australia,ST,"Level, ratio or index",M,Monthly,2001-05,May-2001,PC,Percentage,0,Units,null,null,6.8925842,null,null,null
LRHUTTTT,"Monthly unemployment rate: all persons, s.a.",AUS,Australia,ST,"Level, ratio or index",M,Monthly,2001-06,Jun-2001,PC,Percentage,0,Units,null,null,6.9328393,null,null,null
LRHUTTTT,"Monthly unemployment rate: all persons, s.a.",AUS,Australia,ST,"Level, ratio or index",M,Monthly,2001-07,Jul-2001,PC,Percentage,0,Units,null,null,6.879567,null,null,null
LRHUTTTT,"Monthly unemployment rate: all persons, s.a.",AUS,Australia,ST,"Level, ratio or index",M,Monthly,2001-08,Aug-2001,PC,Percentage,0,Units,null,null,6.8806405,null,null,null
LRHUTTTT,"Monthly unemployment rate: all persons, s.a.",AUS,Australia,ST,"Level, ratio or index",M,Monthly,2001-09,Sep-2001,PC,Percentage,0,Units,null,null,6.8416306,null,null,null
LRHUTTTT,"Monthly unemployment rate: all persons, s.a.",AUS,Australia,ST,"Level, ratio or index",M,Monthly,2001-10,Oct-2001,PC,Percentage,0,Units,null,null,7.1932173,null,null,null
LRHUTTTT,"Monthly unemployment rate: all persons, s.a.",AUS,Australia,ST,"Level, ratio or index",M,Monthly,2001-11,Nov-2001,PC,Percentage,0,Units,null,null,6.8828022,null,null,null
LRHUTTTT,"Monthly unemployment rate: all persons, s.a.",AUS,Australia,ST,"Level, ratio or index",M,Monthly,2001-12,Dec-2001,PC,Percentage,0,Units,null,null,6.8610413,null,null,null
LRHUTTTT,"Monthly unemployment rate: all persons, s.a.",AUS,Australia,ST,"Level, ratio or index",M,Monthly,2002-01,Jan-2002,PC,Percentage,0,Units,null,null,6.9139758,null,null,null
LRHUTTTT,"Monthly unemployment rate: all persons, s.a.",AUS,Australia,ST,"Level, ratio or index",M,Monthly,2002-02,Feb-2002,PC,Percentage,0,Units,null,null,6.5360082,null,null,null
LRHUTTTT,"Monthly unemployment rate: all persons, s.a.",AUS,Australia,ST,"Level, ratio or index",M,Monthly,2002-03,Mar-2002,PC,Percentage,0,Units,null,null,6.4299798,null,null,null
LRHUTTTT,"Monthly unemployment rate: all persons, s.a.",AUS,Australia,ST,"Level, ratio or index",M,Monthly,2002-04,Apr-2002,PC,Percentage,0,Units,null,null,6.3450284,null,null,null
LRHUTTTT,"Monthly unemployment rate: all persons, s.a.",AUS,Australia,ST,"Level, ratio or index",M,Monthly,2002-05,May-2002,PC,Percentage,0,Units,null,null,6.372119,null,null,null
LRHUTTTT,"Monthly unemployment rate: all persons, s.a.",AUS,Australia,ST,"Level, ratio or index",M,Monthly,2002-06,Jun-2002,PC,Percentage,0,Units,null,null,6.4957822,null,null,null
LRHUTTTT,"Monthly unemployment rate: all persons, s.a.",AUS,Australia,ST,"Level, ratio or index",M,Monthly,2002-07,Jul-2002,PC,Percentage,0,Units,null,null,6.179331,null,null,null
LRHUTTTT,"Monthly unemployment rate: all persons, s.a.",AUS,Australia,ST,"Level, ratio or index",M,Monthly,2002-08,Aug-2002,PC,Percentage,0,Units,null,null,6.3488431,null,null,null
LRHUTTTT,"Monthly unemployment rate: all persons, s.a.",AUS,Australia,ST,"Level, ratio or index",M,Monthly,2002-09,Sep-2002,PC,Percentage,0,Units,null,null,6.3119936,null,null,null
LRHUTTTT,"Monthly unemployment rate: all persons, s.a.",AUS,Australia,ST,"Level, ratio or index",M,Monthly,2002-10,Oct-2002,PC,Percentage,0,Units,null,null,6.1280234,null,null,null
LRHUTTTT,"Monthly unemployment rate: all persons, s.a.",AUS,Australia,ST,"Level, ratio or index",M,Monthly,2002-11,Nov-2002,PC,Percentage,0,Units,null,null,6.1620839,null,null,null
LRHUTTTT,"Monthly unemployment rate: all persons, s.a.",AUS,Australia,ST,"Level, ratio or index",M,Monthly,2002-12,Dec-2002,PC,Percentage,0,Units,null,null,6.181864,null,null,null
LRHUTTTT,"Monthly unemployment rate: all persons, s.a.",AUS,Australia,ST,"Level, ratio or index",M,Monthly,2003-01,Jan-2003,PC,Percentage,0,Units,null,null,6.081212,null,null,null
LRHUTTTT,"Monthly unemployment rate: all persons, s.a.",AUS,Australia,ST,"Level, ratio or index",M,Monthly,2003-02,Feb-2003,PC,Percentage,0,Units,null,null,5.9545644,null,null,null
LRHUTTTT,"Monthly unemployment rate: all persons, s.a.",AUS,Australia,ST,"Level, ratio or index",M,Monthly,2003-03,Mar-2003,PC,Percentage,0,Units,null,null,6.1309726,null,null,null
LRHUTTTT,"Monthly unemployment rate: all persons, s.a.",AUS,Australia,ST,"Level, ratio or index",M,Monthly,2003-04,Apr-2003,PC,Percentage,0,Units,null,null,6.0290437,null,null,null
LRHUTTTT,"Monthly unemployment rate: all persons, s.a.",AUS,Australia,ST,"Level, ratio or index",M,Monthly,2003-05,May-2003,PC,Percentage,0,Units,null,null,6.0686725,null,null,null
LRHUTTTT,"Monthly unemployment rate: all persons, s.a.",AUS,Australia,ST,"Level, ratio or index",M,Monthly,2003-06,Jun-2003,PC,Percentage,0,Units,null,null,6.0546516,null,null,null
LRHUTTTT,"Monthly unemployment rate: all persons, s.a.",AUS,Australia,ST,"Level, ratio or index",M,Monthly,2003-07,Jul-2003,PC,Percentage,0,Units,null,null,6.1274687,null,null,null
LRHUTTTT,"Monthly unemployment rate: all persons, s.a.",AUS,Australia,ST,"Level, ratio or index",M,Monthly,2003-08,Aug-2003,PC,Percentage,0,Units,null,null,5.81772,null,null,null
LRHUTTTT,"Monthly unemployment rate: all persons, s.a.",AUS,Australia,ST,"Level, ratio or index",M,Monthly,2003-09,Sep-2003,PC,Percentage,0,Units,null,null,5.7752009,null,null,null
LRHUTTTT,"Monthly unemployment rate: all persons, s.a.",AUS,Australia,ST,"Level, ratio or index",M,Monthly,2003-10,Oct-2003,PC,Percentage,0,Units,null,null,5.7832648,null,null,null
LRHUTTTT,"Monthly unemployment rate: all persons, s.a.",AUS,Australia,ST,"Level, ratio or index",M,Monthly,2003-11,Nov-2003,PC,Percentage,0,Units,null,null,5.6611728,null,null,null
LRHUTTTT,"Monthly unemployment rate: all persons, s.a.",AUS,Australia,ST,"Level, ratio or index",M,Monthly,2003-12,Dec-2003,PC,Percentage,0,Units,null,null,5.6810876,null,null,null
LRHUTTTT,"Monthly unemployment rate: all persons, s.a.",AUS,Australia,ST,"Level, ratio or index",M,Monthly,2004-01,Jan-2004,PC,Percentage,0,Units,null,null,5.5306256,null,null,null
LRHUTTTT,"Monthly unemployment rate: all persons, s.a.",AUS,Australia,ST,"Level, ratio or index",M,Monthly,2004-02,Feb-2004,PC,Percentage,0,Units,null,null,5.6426499,null,null,null
LRHUTTTT,"Monthly unemployment rate: all persons, s.a.",AUS,Australia,ST,"Level, ratio or index",M,Monthly,2004-03,Mar-2004,PC,Percentage,0,Units,null,null,5.4373015,null,null,null
LRHUTTTT,"Monthly unemployment rate: all persons, s.a.",AUS,Australia,ST,"Level, ratio or index",M,Monthly,2004-04,Apr-2004,PC,Percentage,0,Units,null,null,5.5066444,null,null,null
LRHUTTTT,"Monthly unemployment rate: all persons, s.a.",AUS,Australia,ST,"Level, ratio or index",M,Monthly,2004-05,May-2004,PC,Percentage,0,Units,null,null,5.3364213,null,null,null
LRHUTTTT,"Monthly unemployment rate: all persons, s.a.",AUS,Australia,ST,"Level, ratio or index",M,Monthly,2004-06,Jun-2004,PC,Percentage,0,Units,null,null,5.4632054,null,null,null
LRHUTTTT,"Monthly unemployment rate: all persons, s.a.",AUS,Australia,ST,"Level, ratio or index",M,Monthly,2004-07,Jul-2004,PC,Percentage,0,Units,null,null,5.5500057,null,null,null
LRHUTTTT,"Monthly unemployment rate: all persons, s.a.",AUS,Australia,ST,"Level, ratio or index",M,Monthly,2004-08,Aug-2004,PC,Percentage,0,Units,null,null,5.5172367,null,null,null
LRHUTTTT,"Monthly unemployment rate: all persons, s.a.",AUS,Australia,ST,"Level, ratio or index",M,Monthly,2004-09,Sep-2004,PC,Percentage,0,Units,null,null,5.3703849,null,null,null
LRHUTTTT,"Monthly unemployment rate: all persons, s.a.",AUS,Australia,ST,"Level, ratio or index",M,Monthly,2004-10,Oct-2004,PC,Percentage,0,Units,null,null,5.1225628,null,null,null
LRHUTTTT,"Monthly unemployment rate: all persons, s.a.",AUS,Australia,ST,"Level, ratio or index",M,Monthly,2004-11,Nov-2004,PC,Percentage,0,Units,null,null,5.1609735,null,null,null
LRHUTTTT,"Monthly unemployment rate: all persons, s.a.",AUS,Australia,ST,"Level, ratio or index",M,Monthly,2004-12,Dec-2004,PC,Percentage,0,Units,null,null,5.0683258,null,null,null
LRHUTTTT,"Monthly unemployment rate: all persons, s.a.",AUS,Australia,ST,"Level, ratio or index",M,Monthly,2005-01,Jan-2005,PC,Percentage,0,Units,null,null,5.0729851,null,null,null
LRHUTTTT,"Monthly unemployment rate: all persons, s.a.",AUS,Australia,ST,"Level, ratio or index",M,Monthly,2005-02,Feb-2005,PC,Percentage,0,Units,null,null,5.0839109,null,null,null
LRHUTTTT,"Monthly unemployment rate: all persons, s.a.",AUS,Australia,ST,"Level, ratio or index",M,Monthly,2005-03,Mar-2005,PC,Percentage,0,Units,null,null,5.1626249,null,null,null
LRHUTTTT,"Monthly unemployment rate: all persons, s.a.",AUS,Australia,ST,"Level, ratio or index",M,Monthly,2005-04,Apr-2005,PC,Percentage,0,Units,null,null,5.1214594,null,null,null
LRHUTTTT,"Monthly unemployment rate: all persons, s.a.",AUS,Australia,ST,"Level, ratio or index",M,Monthly,2005-05,May-2005,PC,Percentage,0,Units,null,null,5.0990269,null,null,null
LRHUTTTT,"Monthly unemployment rate: all persons, s.a.",AUS,Australia,ST,"Level, ratio or index",M,Monthly,2005-06,Jun-2005,PC,Percentage,0,Units,null,null,4.9499492,null,null,null
LRHUTTTT,"Monthly unemployment rate: all persons, s.a.",AUS,Australia,ST,"Level, ratio or index",M,Monthly,2005-07,Jul-2005,PC,Percentage,0,Units,null,null,4.9715803,null,null,null
LRHUTTTT,"Monthly unemployment rate: all persons, s.a.",AUS,Australia,ST,"Level, ratio or index",M,Monthly,2005-08,Aug-2005,PC,Percentage,0,Units,null,null,4.901573,null,null,null
LRHUTTTT,"Monthly unemployment rate: all persons, s.a.",AUS,Australia,ST,"Level, ratio or index",M,Monthly,2005-09,Sep-2005,PC,Percentage,0,Units,null,null,5.0019469,null,null,null
LRHUTTTT,"Monthly unemployment rate: all persons, s.a.",AUS,Australia,ST,"Level, ratio or index",M,Monthly,2005-10,Oct-2005,PC,Percentage,0,Units,null,null,5.0156226,null,null,null
LRHUTTTT,"Monthly unemployment rate: all persons, s.a.",AUS,Australia,ST,"Level, ratio or index",M,Monthly,2005-11,Nov-2005,PC,Percentage,0,Units,null,null,4.9375435,null,null,null
LRHUTTTT,"Monthly unemployment rate: all persons, s.a.",AUS,Australia,ST,"Level, ratio or index",M,Monthly,2005-12,Dec-2005,PC,Percentage,0,Units,null,null,5.0695942,null,null,null
LRHUTTTT,"Monthly unemployment rate: all persons, s.a.",AUS,Australia,ST,"Level, ratio or index",M,Monthly,2006-01,Jan-2006,PC,Percentage,0,Units,null,null,5.1619005,null,null,null
LRHUTTTT,"Monthly unemployment rate: all persons, s.a.",AUS,Australia,ST,"Level, ratio or index",M,Monthly,2006-02,Feb-2006,PC,Percentage,0,Units,null,null,5.1033961,null,null,null
LRHUTTTT,"Monthly unemployment rate: all persons, s.a.",AUS,Australia,ST,"Level, ratio or index",M,Monthly,2006-03,Mar-2006,PC,Percentage,0,Units,null,null,4.8669457,null,null,null
LRHUTTTT,"Monthly unemployment rate: all persons, s.a.",AUS,Australia,ST,"Level, ratio or index",M,Monthly,2006-04,Apr-2006,PC,Percentage,0,Units,null,null,4.9651182,null,null,null
LRHUTTTT,"Monthly unemployment rate: all persons, s.a.",AUS,Australia,ST,"Level, ratio or index",M,Monthly,2006-05,May-2006,PC,Percentage,0,Units,null,null,4.7978214,null,null,null
LRHUTTTT,"Monthly unemployment rate: all persons, s.a.",AUS,Australia,ST,"Level, ratio or index",M,Monthly,2006-06,Jun-2006,PC,Percentage,0,Units,null,null,4.8080598,null,null,null
LRHUTTTT,"Monthly unemployment rate: all persons, s.a.",AUS,Australia,ST,"Level, ratio or index",M,Monthly,2006-07,Jul-2006,PC,Percentage,0,Units,null,null,4.6563988,null,null,null
LRHUTTTT,"Monthly unemployment rate: all persons, s.a.",AUS,Australia,ST,"Level, ratio or index",M,Monthly,2006-08,Aug-2006,PC,Percentage,0,Units,null,null,4.7124268,null,null,null
